source,target,type,description,source_urls,confidence,evidence_kind,needs_review,review_notes
toushirou-app,happy0210h,follow,Authenticated X following list shows this account follows @happy0210h.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,sshi-pua,follow,Authenticated X following list shows this account follows @sshi_pua.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,nanpa-pegasasu,follow,Authenticated X following list shows this account follows @nanpa_pegasasu.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,mikeymikey0601,follow,Authenticated X following list shows this account follows @mikeymikey0601.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,mikeynosub,follow,Authenticated X following list shows this account follows @mikeynosub.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,onaken-pua,follow,Authenticated X following list shows this account follows @onaken_pua.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,chamu-photo,follow,Authenticated X following list shows this account follows @chamu_photo_.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,nanashi-pua,follow,Authenticated X following list shows this account follows @nanashi_pua.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,t3vde,follow,Authenticated X following list shows this account follows @t3vde.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,k-suto-nan,follow,Authenticated X following list shows this account follows @K_suto_nan.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,king-bange,follow,Authenticated X following list shows this account follows @king_bange_.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,kazama-0425,follow,Authenticated X following list shows this account follows @kazama_0425.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,kazama-player,follow,Authenticated X following list shows this account follows @kazama_player.,https://x.com/toushirou_app | https://x.com/toushirou_app/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
toushirou-app,haruqun01,follow,Authenticated X following list shows this account follows @haruqun01.,https://x.com/toushirou_app | https://x.com/haruqun01,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
toushirou-app,nmmsisub,follow,Authenticated X following list shows this account follows @nmmsisub.,https://x.com/toushirou_app | https://x.com/nmmsisub,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
toyokogurisita,x,affiliation,Profile links point to X.,https://x.com/toyokogurisita,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
training-pua,x,affiliation,Profile links point to X.,https://x.com/training_pua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
traknariagari,x,affiliation,Profile links point to X.,https://x.com/traknariagari,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
tribe11119999,x,affiliation,Profile links point to X.,https://x.com/tribe11119999,0.86,fact,True,Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: cx-lm5.
try-pua,x,affiliation,Profile links point to X.,https://x.com/try_pua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
try-pua,tantan-ura,follow,Authenticated X following list shows this account follows @tantan_ura__.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,tantan-pua,follow,Authenticated X following list shows this account follows @tantan_pua_.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,ontamaorz,follow,Authenticated X following list shows this account follows @ontamaORZ.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,pua-yossy,follow,Authenticated X following list shows this account follows @pua_yossy.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,qh0kum,follow,Authenticated X following list shows this account follows @qh0kum.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,fy73386982,follow,Authenticated X following list shows this account follows @FY73386982.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,anshin-pua,follow,Authenticated X following list shows this account follows @anshin_pua.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,machapua3,follow,Authenticated X following list shows this account follows @machapua3.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,xcandee,follow,Authenticated X following list shows this account follows @_xCandee.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,efu-pua,follow,Authenticated X following list shows this account follows @efu_pua.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,hanasikikoka,follow,Authenticated X following list shows this account follows @hanasikikoka__.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
try-pua,roco-neko-ura,follow,Authenticated X following list shows this account follows @roco_neko_ura.,https://x.com/try_pua | https://x.com/try_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
