source,target,type,description,source_urls,confidence,evidence_kind,needs_review,review_notes
inaka-stanan,x,affiliation,Profile links point to X.,https://x.com/inaka_stanan,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
inaka-stanan,tips,affiliation,Profile links point to Tips.,https://x.com/inaka_stanan | https://tips.jp/s/FaGJlX/d/dac,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
inaka-stanan,endou-dark,follow,Authenticated X following list shows this account follows @endou_dark.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,happy0210h,follow,Authenticated X following list shows this account follows @happy0210h.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,sshi-pua,follow,Authenticated X following list shows this account follows @sshi_pua.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,rate-beauty,follow,Authenticated X following list shows this account follows @rate_beauty.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,nanpa-pegasasu,follow,Authenticated X following list shows this account follows @nanpa_pegasasu.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,hancho-pua,follow,Authenticated X following list shows this account follows @hancho_pua.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,ststst-pua,follow,Authenticated X following list shows this account follows @ststst_pua.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,tinder-god,follow,Authenticated X following list shows this account follows @Tinder_god_2.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,feitan-sub,follow,Authenticated X following list shows this account follows @Feitan_sub.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,kuroiwa-45,follow,Authenticated X following list shows this account follows @kuroiwa_45.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,netonan99,follow,Authenticated X following list shows this account follows @netonan99.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,tantan-pua,follow,Authenticated X following list shows this account follows @tantan_pua_.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,tantan-ura,follow,Authenticated X following list shows this account follows @tantan_ura__.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,senju-insta,follow,Authenticated X following list shows this account follows @Senju_Insta.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,sen-xxv,follow,Authenticated X following list shows this account follows @sen_xxv.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,pua-kaikun,follow,Authenticated X following list shows this account follows @pua_kaikun.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,emuchi-pua,follow,Authenticated X following list shows this account follows @emuchi_pua.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,puro-nampa,follow,Authenticated X following list shows this account follows @puro_nanpa.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,miraitinder6969,follow,Authenticated X following list shows this account follows @miraitinder6969.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,miraitinder4545,follow,Authenticated X following list shows this account follows @miraitinder4545.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,preciou91828145,follow,Authenticated X following list shows this account follows @Preciou91828145.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,chori-pua,follow,Authenticated X following list shows this account follows @chori_pua.,https://x.com/inaka_stanan | https://x.com/inaka_stanan/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inaka-stanan,k-sansanj0,follow,Authenticated X following list shows this account follows @k_sansanj0.,https://x.com/inaka_stanan | https://x.com/k_sansanj0,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
inaka-stanan,rkun-tinder,follow,Authenticated X following list shows this account follows @Rkun_tinder.,https://x.com/inaka_stanan | https://x.com/Rkun_tinder,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
inaka-stanan,nmmsisub,follow,Authenticated X following list shows this account follows @nmmsisub.,https://x.com/inaka_stanan | https://x.com/nmmsisub,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
inoue-matching,x,affiliation,Profile links point to X.,https://x.com/inoue_matching,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: deisui-pua, korilla-pua, okashinaataoka."
inoue-matching,matching-apps,activity,Public X profile mentions matching-app activity.,https://x.com/inoue_matching,0.68,fact,True,Following-guided public profile screening from data/growth/following_screened.json.
inpsub,x,affiliation,Profile links point to X.,https://x.com/inpsub,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
inpsub,ryepua,affiliation,Public X profile explicitly links @ryepua as a related account.,https://x.com/inpsub,0.72,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
inpysub,x,affiliation,Profile links point to X.,https://x.com/inpysub,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: chikyukun-pua, hancho-pua, nami-pua."
inpysub,ryeppua,profile_mention,Public profile text mentions @ryeppua.,https://x.com/inpysub,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
instapua,x,affiliation,Profile links point to X.,https://x.com/instapua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
instapua,katsudon0711,follow,Authenticated X following list shows this account follows @katsudon0711.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,michi-6843,follow,Authenticated X following list shows this account follows @michi_6843.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,oyajii-nanpa,follow,Authenticated X following list shows this account follows @oyajii_nanpa.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,pua-yossy,follow,Authenticated X following list shows this account follows @pua_yossy.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,tavuniv,follow,Authenticated X following list shows this account follows @tavuniv.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,taichi-pua,follow,Authenticated X following list shows this account follows @taichi_pua.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,pua-sakaki-40,follow,Authenticated X following list shows this account follows @pua_sakaki_40.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
instapua,osugi-pua,follow,Authenticated X following list shows this account follows @osugi_pua.,https://x.com/instapua | https://x.com/instapua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
inumaki-pua,x,affiliation,Profile links point to X.,https://x.com/inumaki_pua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
isaac-pua,x,affiliation,Profile links point to X.,https://x.com/ISAAC_PUA,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
isagi-heart,x,affiliation,Profile links point to X.,https://x.com/isagi_heart,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
isagi-pua,x,affiliation,Profile links point to X.,https://x.com/isagi_pua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
isagi-pua,tips,affiliation,Profile links point to Tips.,https://x.com/isagi_pua | https://tips.jp/u/pua_isagi/a/BY4FPWFw,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
isagi-pua,sshi-pua,follow,Authenticated X following list shows this account follows @sshi_pua.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,sub-chilll,follow,Authenticated X following list shows this account follows @sub_chilll.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,endou-dark,follow,Authenticated X following list shows this account follows @endou_dark.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,mikeymikey0601,follow,Authenticated X following list shows this account follows @mikeymikey0601.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,mikeynosub,follow,Authenticated X following list shows this account follows @mikeynosub.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,mikky-motecoach,follow,Authenticated X following list shows this account follows @mikky_motecoach.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,mky-match,follow,Authenticated X following list shows this account follows @mky_match.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,rate-beauty,follow,Authenticated X following list shows this account follows @rate_beauty.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,bakunakioji,follow,Authenticated X following list shows this account follows @bakunakioji.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,yato-mote,follow,Authenticated X following list shows this account follows @yato_mote.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,hancho-pua,follow,Authenticated X following list shows this account follows @hancho_pua.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,onaken-pua,follow,Authenticated X following list shows this account follows @onaken_pua.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,ochimpo-samurai,follow,Authenticated X following list shows this account follows @ochimpo_samurai.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,nonchama-pro,follow,Authenticated X following list shows this account follows @nonchama0721.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,wing-nampa,follow,Authenticated X following list shows this account follows @wing__nampa.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,nbmmind,follow,Authenticated X following list shows this account follows @nbmmind.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,bekkaku,follow,Authenticated X following list shows this account follows @bekkaku_.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,magic-boy69,follow,Authenticated X following list shows this account follows @Magic_boy69.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,nsj,follow,Authenticated X following list shows this account follows @NSJ____.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,osushi-mitsu,follow,Authenticated X following list shows this account follows @osushi_mitsu.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,karasu-sr1,follow,Authenticated X following list shows this account follows @karasu_sr1.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,mentaikopua-oji,follow,Authenticated X following list shows this account follows @mentaikopua_oji.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,pypynanpa,follow,Authenticated X following list shows this account follows @pypynanpa.,https://x.com/isagi_pua | https://x.com/isagi_pua/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
isagi-pua,senpai-rascal,follow,Authenticated X following list shows this account follows @senpai_rascal.,https://x.com/isagi_pua | https://x.com/senpai_rascal,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
isctya,x,affiliation,Profile links point to X.,https://x.com/isctya,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: komanyan28, siofkn-pua, tenma-pua."
iskeeeer-pua,x,affiliation,Profile links point to X.,https://x.com/iskeeeer_pua,0.86,fact,True,Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: fuku-second.
iskeeeer-pua,oskeeeer-pua,profile_mention,Public profile text mentions @oskeeeer_pua.,https://x.com/iskeeeer_pua,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
itaitiktok,x,affiliation,Profile links point to X.,https://x.com/itaiTikTok,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
itsuki-pua,x,affiliation,Profile links point to X.,https://x.com/Itsuki_pua,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: scream-pua, yomaru-street."
iwashi-main,x,affiliation,Profile links point to X.,https://x.com/Iwashi_main,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: chikyukun-pua, foy-jibunmigaki, rockpua-sub."
iysdgpmhnm66233,x,affiliation,Profile links point to X.,https://x.com/IYsDgPMHNM66233,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
j5ywobn7txbjepi,x,affiliation,Profile links point to X.,https://x.com/J5yWOBN7Txbjepi,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
jackie-pua,x,affiliation,Profile links point to X.,https://x.com/jackie_pua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
jaws-girlhunter,x,affiliation,Profile links point to X.,https://x.com/jaws_girlhunter,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
jaws-girlhunter,tokyo-stonan-kai,affiliation,Public X profile states pickup activity with 東京ストナン会 starting from a posted date.,https://x.com/jaws_girlhunter,0.74,fact,False,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login.
jim-nanpa,x,affiliation,Profile links point to X.,https://x.com/jim_nanpa,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection saw 33 handles and matched 18 tracked accounts.
jim-nanpa,miso,activity,Public X profile identifies this account with the 味噌 field/location.,https://x.com/jim_nanpa,0.78,fact,False,Display name includes Claude/味噌/ピカ講習.
jim-nanpa,konamon-nampa,follow,Authenticated X following list shows this account follows @konamon_nampa.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,miraitinder4545,follow,Authenticated X following list shows this account follows @miraitinder4545.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,miraitinder6969,follow,Authenticated X following list shows this account follows @miraitinder6969.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,pg-yoasobi,follow,Authenticated X following list shows this account follows @pg_yoasobi.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,nanpa-pegasasu,follow,Authenticated X following list shows this account follows @nanpa_pegasasu.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,riku-pua,follow,Authenticated X following list shows this account follows @riku_pua.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,gureran-m3,follow,Authenticated X following list shows this account follows @gureran_m3.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,netonan99,follow,Authenticated X following list shows this account follows @netonan99.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,dogma-pua666,follow,Authenticated X following list shows this account follows @dogmapua666.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,maya159r,follow,Authenticated X following list shows this account follows @maya159r.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,yutty-pua,follow,Authenticated X following list shows this account follows @yutty_pua.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,pua-chilll,follow,Authenticated X following list shows this account follows @pua_chilll.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,eroeromancotin,follow,Authenticated X following list shows this account follows @eroeromancotin.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,sub-chilll,follow,Authenticated X following list shows this account follows @sub_chilll.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,palace-chilll,follow,Authenticated X following list shows this account follows @palace_chilll.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,shinjukuashura,follow,Authenticated X following list shows this account follows @ShinjukuAshura.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,mote-ren-ai7,follow,Authenticated X following list shows this account follows @mote_ren_ai7.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jim-nanpa,kageki-ashura,follow,Authenticated X following list shows this account follows @kageki_ashura.,https://x.com/jim_nanpa | https://x.com/jim_nanpa/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jimichas7,x,affiliation,Profile links point to X.,https://x.com/jimichas7,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection was requested but skipped: Authenticated following page redirected to X login. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
jin16623737,x,affiliation,Profile links point to X.,https://x.com/jin16623737,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: fake-nagase, oskeeeer-pua, slinky-pua."
jinjin-mote9,x,affiliation,Profile links point to X.,https://x.com/jinjin_mote9,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
jinjin-mote9,tips,affiliation,Profile links point to Tips.,https://x.com/jinjin_mote9 | https://tips.jp/u/ton_mot9,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
jiro-suto,x,affiliation,Profile links point to X.,https://x.com/jiro_suto,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint. Authenticated X following collection saw 44 handles and matched 23 tracked accounts. X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
jiro-suto,pg-yoasobi,follow,Authenticated X following list shows this account follows @pg_yoasobi.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,nanpa-pegasasu,follow,Authenticated X following list shows this account follows @nanpa_pegasasu.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,resunnme,follow,Authenticated X following list shows this account follows @resunnme.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,netonan99,follow,Authenticated X following list shows this account follows @netonan99.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,matchingmomonga,follow,Authenticated X following list shows this account follows @matchingmomonga.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,maya159r,follow,Authenticated X following list shows this account follows @maya159r.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,seiyoku-genkai,follow,Authenticated X following list shows this account follows @seiyoku_genkai.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,taru-pua,follow,Authenticated X following list shows this account follows @taru_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,taruchan100,follow,Authenticated X following list shows this account follows @taruchan100.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,inpsub,follow,Authenticated X following list shows this account follows @inpsub.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,mote-ren-ai7,follow,Authenticated X following list shows this account follows @mote_ren_ai7.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,shinjukuashura,follow,Authenticated X following list shows this account follows @ShinjukuAshura.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
